University,Faculty,Faculty Leader Name,Faculty Leader Contact,Year,Person Number,Person Name,Person Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,2nd Year,Person 4,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,2nd Year,Person 5,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,3rd Year,Person 1,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,3rd Year,Person 2,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,3rd Year,Person 3,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,3rd Year,Person 4,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,3rd Year,Person 5,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,4th Year,Person 1,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,4th Year,Person 2,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,4th Year,Person 3,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,4th Year,Person 4,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,4th Year,Person 5,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,5th Year,Person 1,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,5th Year,Person 2,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,5th Year,Person 3,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,5th Year,Person 4,Name,Contact
New Mansoura University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,5th Year,Person 5,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,1st Year,Person 1,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,1st Year,Person 2,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,1st Year,Person 3,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,1st Year,Person 4,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,1st Year,Person 5,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,2nd Year,Person 1,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,2nd Year,Person 2,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,2nd Year,Person 3,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,2nd Year,Person 4,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,2nd Year,Person 5,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,3rd Year,Person 1,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,3rd Year,Person 2,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,3rd Year,Person 3,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,3rd Year,Person 4,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,3rd Year,Person 5,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,4th Year,Person 1,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,4th Year,Person 2,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,4th Year,Person 3,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,4th Year,Person 4,Name,Contact
New Mansoura University,Faculty of Nursing,LeaderName,LeaderContact,4th Year,Person 5,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,1st Year,Person 1,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,1st Year,Person 2,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,1st Year,Person 3,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,1st Year,Person 4,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,1st Year,Person 5,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,2nd Year,Person 1,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,2nd Year,Person 2,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,2nd Year,Person 3,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,2nd Year,Person 4,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,2nd Year,Person 5,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,3rd Year,Person 1,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,3rd Year,Person 2,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,3rd Year,Person 3,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,3rd Year,Person 4,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,3rd Year,Person 5,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,4th Year,Person 1,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,4th Year,Person 2,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,4th Year,Person 3,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,4th Year,Person 4,Name,Contact
New Mansoura University,Faculty of Physical Therapy,LeaderName,LeaderContact,4th Year,Person 5,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,1st Year,Person 1,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,1st Year,Person 2,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,1st Year,Person 3,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,1st Year,Person 4,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,1st Year,Person 5,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,2nd Year,Person 1,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,2nd Year,Person 2,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,2nd Year,Person 3,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,2nd Year,Person 4,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,2nd Year,Person 5,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,3rd Year,Person 1,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,3rd Year,Person 2,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,3rd Year,Person 3,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,3rd Year,Person 4,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,3rd Year,Person 5,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,4th Year,Person 1,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,4th Year,Person 2,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,4th Year,Person 3,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,4th Year,Person 4,Name,Contact
New Mansoura University,Faculty of Pharmacy,LeaderName,LeaderContact,4th Year,Person 5,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,1st Year,Person 1,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,1st Year,Person 2,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,1st Year,Person 3,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,1st Year,Person 4,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,1st Year,Person 5,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,2nd Year,Person 1,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,2nd Year,Person 2,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,2nd Year,Person 3,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,2nd Year,Person 4,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,2nd Year,Person 5,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,3rd Year,Person 1,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,3rd Year,Person 2,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,3rd Year,Person 3,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,3rd Year,Person 4,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,3rd Year,Person 5,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,4th Year,Person 1,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,4th Year,Person 2,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,4th Year,Person 3,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,4th Year,Person 4,Name,Contact
New Mansoura University,Faculty of Science,LeaderName,LeaderContact,4th Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,1st Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,1st Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,1st Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,1st Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,1st Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,2nd Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,2nd Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,2nd Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,2nd Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,2nd Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,3rd Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,3rd Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,3rd Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,3rd Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,3rd Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,4th Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,4th Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,4th Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,4th Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,4th Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,5th Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,5th Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,5th Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,5th Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Medicine,LeaderName,LeaderContact,5th Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,1st Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,1st Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,1st Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,1st Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,1st Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,2nd Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,2nd Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,2nd Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,2nd Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,2nd Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,3rd Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,3rd Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,3rd Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,3rd Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,3rd Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,4th Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,4th Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,4th Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,4th Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,4th Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,5th Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,5th Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,5th Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,5th Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Dentistry,LeaderName,LeaderContact,5th Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,1st Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,1st Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,1st Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,1st Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,1st Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,2nd Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,2nd Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,2nd Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,2nd Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,2nd Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,3rd Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,3rd Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,3rd Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,3rd Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,3rd Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,4th Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,4th Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,4th Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,4th Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,4th Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,5th Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,5th Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,5th Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,5th Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Veterinary Medicine,LeaderName,LeaderContact,5th Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,1st Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,1st Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,1st Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,1st Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,1st Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,2nd Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,2nd Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,2nd Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,2nd Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,2nd Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,3rd Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,3rd Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,3rd Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,3rd Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,3rd Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,4th Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,4th Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,4th Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,4th Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Nursing,LeaderName,LeaderContact,4th Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,1st Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,1st Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,1st Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,1st Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,1st Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,2nd Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,2nd Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,2nd Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,2nd Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,2nd Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,3rd Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,3rd Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,3rd Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,3rd Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,3rd Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,4th Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,4th Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,4th Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,4th Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Physical Therapy,LeaderName,LeaderContact,4th Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,1st Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,1st Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,1st Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,1st Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,1st Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,2nd Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,2nd Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,2nd Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,2nd Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,2nd Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,3rd Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,3rd Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,3rd Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,3rd Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,3rd Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,4th Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,4th Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,4th Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,4th Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Pharmacy,LeaderName,LeaderContact,4th Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,1st Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,1st Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,1st Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,1st Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,1st Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,2nd Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,2nd Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,2nd Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,2nd Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,2nd Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,3rd Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,3rd Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,3rd Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,3rd Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,3rd Year,Person 5,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,4th Year,Person 1,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,4th Year,Person 2,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,4th Year,Person 3,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,4th Year,Person 4,Name,Contact
Beni-Suef University,Faculty of Science,LeaderName,LeaderContact,4th Year,Person 5,Name,Contact
